url,title,description,category
https://surfit.io/link/LLj2W,REST Client - VS Code 에서 경험하는 가벼운 REST API 문서화와 테스트,"REST Client 는 VS Code 의 확장 프로그램으로 Postman 과 같은 외부 API 테스팅 프로그램을 사용하지 않고도, 간단한 파일을 작성하여 VS Code 내부에서 API 테스트를 할 수 있는 기능을 제공한다. 또한 Swagger 와 같은 복잡한 API 문서화 프레임워크를 사용하지 않고도, 쉽게 API를 문서화할 수 있다.
Swagger 등으",웹 개발
https://surfit.io/link/DAXzv,멈춰! 버그 멈춰! E2E 테스트로 버그 멈추기 Feat. Playwright,"변경한 코드가 예상치 못한 부분에서 문제를 일으킬 수 있는데, 코드베이스가 커지면 이런 문제는 더 자주 발생하고, 예측하기도 더 어렵습니다. 때문에 QA에서는, “기존 기능들이 문제없이 동작하는지”, “예전에 있었던 이슈가 다시 발생하지는 않는지”를 확인하는 회귀 테스트(Regression Test)를 주기적으로 진행하게 됩니다.
이 단계에서 발견된 버그는",웹 개발
https://surfit.io/link/N7Agv,검색 엔진 최적화(SEO) 개념적 이해,"검색 엔진 최적화는 프로덕트에서 굉장히 큰 역할을 한다고 생각합니다.
마케팅을 통해 사용자들을 유입시킬 수도 있지만, SEO를 잘 해놓으면 값을 지불하지 않고도 사용자들을 유입시킬 수 있습니다. 공짜 마케팅 역할을 할 수 있으니, 우리의 타켓 사용자들의 키워드들을 잘 파악하여 해당 키워드를 검색했을 때 우리의 프로덕트가 노출될 수 있도록 하는 것이 좋습니다",웹 개발
https://surfit.io/link/EmLmm,브라우저싱크 Error: ENOSPC: System limit for number of file watchers reached 에러 대처,"브라우저싱크는 파일이 변경되는지를 감시하고 있다가 파일 변경이 감지되면 브라우저를 새로고침하는 역할을 하는데, 감시할 파일이 너무 많아서 뻗어 버린 것이다.

단순한 해결책

이 에러로 검색을 해 보면 아래 명령으로 파일 감시 숫자를 최대치까지 키워 해결하라고 한다.

echo fs.inotify.max_user_watches=524288 | sudo te",웹 개발
https://surfit.io/link/rMqz0,DOM은 다들 어떤식으로 공부하셨나요?,"웹 개발 초창기에는 DOM은 그렇게 썩 훌륭하지 않았습니다. 그러기에 javascript를 사용하다보면 자연스럽게(?) DOM에게 불만을 토하며 이걸 어떻게 쓰라는 거지? 하며 씩씩거리며 찾아 보게 되면서 이론보다는 몸으로(?) 익히게 되는 그러한 개념이었습니다. 
이러한 불편함을 여러 개발자들이 개선을 해오며 jQuery가 나오고 또 React가 나오면서",웹 개발
https://surfit.io/link/JlPMX,그림으로 쉽게 보는 HTTP 변천사,"WWW, 웹이 탄생한 1989년부터 시작해 오늘날에 이르기까지 많은 시도와 변화가 있었죠.그래서 이번 포스팅에선 이런 HTTP에 대해 한 단계 더 깊게 들어가 초창기엔 어떤 모습이었고, 어떤 단계를 거쳐 지금에 이르렀는지 그 일대기를 간략하고 실속 있게 담아봤습니다.태초에 HTTP가 있었으니가장 초기, 그러니까 WWW(World Wide Web)이 만들어지",웹 개발
https://surfit.io/link/rMq1b,사용자 경험과 성능 개선 방법 in 카카오웹툰,"서비스의 사용자 경험은 매우 중요합니다. 사용자 경험은 전환율이나 서비스의 지속적인 사용과도 밀접하게 관련이 있고, 나아가서는 매출에도 영향을 미치기 때문입니다. 그리고 사용자 경험에서 성능은 기본적이면서도 매우 중요한 부분을 차지하고 있습니다.
예를 들어 핀터레스트는 페이지 로드 시간을 40% 감소시켜서 검색엔진을 통해 유입된 트래픽 및 가입자 전환율이 ",웹 개발
https://surfit.io/link/9RVnB,indexedDB에 대해 알아보자!,"indexedDB는 많은 양의 구조화된 데이터를 저장할 때 유용하다. localStoage와 달리, JS가 인식할 수 있는 자료형과 객체를 저장할 수 있다.: 키, 값 형태로 데이터가 저장되며 문자열 타입이 아니어도 된다.: 특이한 점은 비동기적으로 작동한다는 점이다.

(2) indexedDB 패턴

❓ indexedDB는 localStoage보다 절차가",웹 개발
https://surfit.io/link/qyWg2,리액트(React) CORS 해결하기 (feat. 프록시(Proxy) 구축),"일반적으로 브라우저는 보안 문제로 인해 동일 출처 정책(SOP, Same Origin Policy)을 따릅니다. 
두 URL의 프로토콜, 호스트, 포트가 모두 같아야 동일한 출처로 볼 수 있는데, 
예를 들어 a-service.com 호스트에게 받은 페이지에서 b-service.com 호스트로 데이터를 요청할 수 없습니다. 
출처가 다른 호스트로 데이터를 ",웹 개발
https://surfit.io/link/p1DRL,Rollup.js - 플러그인으로 완성도를 높이다,"rollup 에 날개를 달아줄 플러그인들을 살펴보고 나아가 요즘 핫한 typescript 까지 적용해보도록 하겠습니다.

들어가기 전에
사실 이전에 구성했던 프로젝트가 번들링이 잘 되고는 있었지만, 빌드 시에 경고 메세지가 출력되고 있었습니다.
$ yarn build

(!) Unresolved dependencies
https://rollupjs.org/",웹 개발
https://surfit.io/link/GAOa2,[ETC] HTTP 톺아보기,"HTTP, HyperText Transfer Protocol은 인터넷에서 하이퍼텍스트(HyperText)를 전송(Transfer)하기 위한 통신 규약(Protocol)입니다. 이번 포스트에서 HTTP가 무엇인지 살펴보도록 하겠습니다.HTTP는 W3(World Wide Web)에서 정보를 주고 받을 수 있는 프로토콜로, 클라이언트와 서버 사이에 이루어지는 요",웹 개발
https://surfit.io/link/Xe41k,마이리얼트립 웹사이트 성능 측정 및 최적화 Part 2. 렌더링,"렌더링: 컴퓨터 프로그램을 사용하여 모델로부터 영상을 만들어내는 과정렌더링의 정의를 웹사이트에 대입하면 브라우저가 HTML 문서로부터 사용자가 인지하고 상호작용할 수 있는 화면을 만들어내는 과정이 됩니다.CSS는 시각을 통해 화면의 구조를 인지할 수 있도록 돕습니다. UI 요소의 위치와 여백, 크기, 색상 등을 지정합니다. 그리고 상호작용은 버튼을 누르거나",웹 개발
https://surfit.io/link/Bljmp,마이리얼트립 웹사이트 성능 측정 및 최적화 Part 1. 리소스 로딩,네트워크 대역폭 제한네트워크 탭에서 옵션을 선택해 원하는 속도로 시뮬레이션할 수 있습니다. 성능 측정 시 Fast 3G를 기준으로 진행했습니다.2. 캐시 비활성화Disable cache 옵션으로 리소스 캐시를 비활성화해 웹사이트 첫 방문과 동일한 환경을 유지할 수 있습니다.3. 타임라인 측정네트워크 탭에서는 시간의 흐름에 따른 리소스 로딩 정보를 분석할 수,웹 개발
