url,title,description,category
https://surfit.io/link/zMOgX,Kafka NetworkClient Internals,"Apache Kafka는 Distributed Event Streaming Platform으로, 데이터의 생산자(producer)와 소비자(consumer)를 중개하는 메시징 시스템입니다. Kafka의 기본 개념과 용어에 관해서는 Kafka가 제공하는 문서인 Introduction과 Main Concpets and Terminology를 참고하기 바랍니다.",Infra Structure
https://surfit.io/link/4bj7O,오늘의집 MSA Phase 1. DevOps,"DevOps란 서비스 개발자가 스스로 운영업무(배포, 관측, 대응)를 수행하는 문화입니다. 그렇다면 왜 개발자가 스스로 운영업무까지 할 수 있어야 할까요?
우리는 지금까지 MSA의 장점에 대해 많은 이야기를 해왔지만 MSA로의 전환에는 분명 단점도 존재합니다. 가장 크게 느껴지는 단점은 시스템의 복잡성이 올라간다는 것인데요. 앞으로 우리가 집중해서 관리해야",Infra Structure
https://surfit.io/link/vRLXG,젠킨스(Jenkins)와 Github Webhooks 연동,"0. 들어가면서Permalink

젠킨스(Jenkins) 설치 포스트에선 젠킨스 설치 과정을 정리하였습니다. 
이번 포스트에선 CI/CD 파이프라인의 시작점인 Github 이벤트와 젠킨스를 연결하는 Github Webhooks에 대해 정리하였습니다.

Github Webhook 작업 영역Permalink



1. Github 액세스 토큰(access to",Infra Structure
https://surfit.io/link/9RjvZ,이벤트 기반의 라이브 스트리밍 추천 시스템 운용하기,"마이크로서비스와 이벤트 주도 아키텍처를 합쳐서 Event-driven Microservices라고도 부릅니다. 이벤트 주도 아키텍처에서는 API 호출이나 트랜잭션이 발생했을 때, 해당 트랜잭션을 처리하는 마이크로서비스가 이벤트를 공통 이벤트 버스(ex. Kafka)에 발행(publish) 하고, 해당 이벤트가 필요한 다른 마이크로서비스에선 이벤트를 구독(s",Infra Structure
https://surfit.io/link/aWJep,ECS를 이용한 Serverless 배치 서버,"travis ci + ECS를 이용한 Batch서버 효율화대용량 데이터를 다루기 위한 데이터 아키텍쳐데이터를 뽑는 방법 중 가장 많이 쓰이는 방법은 데이터베이스에 저장하고 이를 SQL을 이용하여 추출하는 방법입니다. 예를 들어, 오늘 샌프란시스코에서 예약은 몇 건인지는 SQL 등으로 간단히 뽑을 수 있습니다. 그러나 이를 미국의 모든 도시별 예약 수를 지난",Infra Structure
https://surfit.io/link/GANyn,"기본적 서버 보안 프로그램, Fail2Ban 사용법 기초부터 실전 사용법까지 알아 보기","Fail2Ban은 무작위 대입 공격을 방어하는 프로그램이다. ssh라면 비밀번호를 마구 집어 넣어 보는 공격이 해당할 것이고, apache 같은 웹서버라면 /phpMyAdmin-5/index.php?lang=en 같은 식으로 찔러 보는 경로에 대한 요청을 검토해 IP를 차단할 수 있다. 다만 웹서버에 대한 공격은 추가 필터를 만들어야 한다. 예컨대 방금 예",Infra Structure
https://surfit.io/link/ozN2V,Testcontainers를 이용한 테스트 환경 구축하기,"색인 서버에는 다수의 로직이 구현되어 있으며 장애에 견고하게 구성되어야 하므로, 새로 추가된 로직을 면밀히 검증하고 배포 후 발생 가능한 side-effect을 줄이기 위해 테스트 구성에 더 많은 신경을 쓰고 있습니다.

아래 내용은 작년 12월에 개최한 딜리셔스 테크데이에서 발표한 내용을 기반으로 정리해 보았습니다.

TestCode 작성 시 자주 사용했",Infra Structure
https://surfit.io/link/rMrPZ,쿠버네티스 입문하기,"기존에 웹 서버를 이용해 로드밸런싱, 포트포워딩, 헬스체킹, 무중단 배포 등 안정적인 인프라를 구성하고 있었다. 지금의 인프라 구조도 좋은데 쿠버네티스라는 기술을 적용함으로써 얻는 이점은 무엇일까?
이미지가 변경되면 기존 컨테이너를 새로운 컨테이너로 어떻게 변경할지, 부하가 들어오면 어떻게 부하를 분산할지, 컨테이너가 예기치 못하게 중단될 경우 어떻게 대처",Infra Structure
https://surfit.io/link/VDek9,Global Media Management System 개발,"아자르 서비스의 기존 미디어 업로드 방식은 Client가 직접 AWS S3 저장소에 직접 업로드를 수행하는 방식으로 이루어져 있었습니다. 따라서, 직접 Client 단말기에서 최종 저장소로 업로드를 수행하기 때문에 현황 파악이 어려운 문제가 있었습니다. 나아가, 각 나라 및 지역의 ISP (Internet Service Provider)에서 네트워크 이슈가",Infra Structure
https://surfit.io/link/jlyO9,AWS Step Functions 를 사용한 배치작업 구현,"AWS Lambda 로 소스 코드를 작성하였으나, 실행 과정에서 Lambda 의 제한된 스토리지 용량으로 대안이 필요하였습니다. 이에 따라 AWS Batch 로 변경하고 Step Functions 를 활용하여 하나의 워크플로우로 엮은 경험을 토대로 배치 및 Step Functions에 대해 소개하고자 합니다.

Contents

배치 작업을 위한 Lambd",Infra Structure
https://surfit.io/link/Xely8,표준 서비스 환경 자동 구축을 위한 서버 템플릿 도구 도입사례,이력관리가 되지 않은 상태에서 담당자가 변경되기라도 한다면 더 이상 과거 이력을 추적할 수 없게 되고 눈송이처럼 녹아버려서 다시는 동일한 형태의 서버로 구성할 수 없게 되는데 이를 눈송이 서버(Snowflakes Server)라고 부릅니다. 이와 반대 개념으로 매번 동일한 구성으로 재생성(Re-born)이 가능한 서버를 피닉스 서버(Phoenix Serve,Infra Structure
