url,title,description,category
https://surfit.io/link/zMOOr,HTTP Client 책임 분리하기,"HTTP Client를 개발할 때 적절한 책임과 역할을 부여하는 방법에 대해서 이번 포스팅에서 다루려고 합니다. 보편적으로 이렇게 책임과 역할을 나누는 것이 좋다는 것이지 모든 프로젝트에 알맞은 패턴이라고 주장하는 것은 아닙니다.
HTTP Client Code
HTTP Client 라이브러리는 Fuel를 사용했습니다. 특정 라이브러리에 대한 부분이 핵심이 ",Java
https://surfit.io/link/yRLOa,jOOQ 동시성(Concurrency) 제어 - Optimistic Lock / Pessimistic Lock,"1. 동시성 제어(Concurrency Control)
왜 필요한가
스프링 프레임워크는 기본적으로 멀티 쓰레드 환경이기 때문에 각기 다른 요청들에 의해 개발자가 원하지 않는 결과를 얻을 수 있다.
해결 방안
어플리케이션 사이드에서 동시성(쓰레드 기반)을 제어할 수도 있지만 이번 게시글에서는 Java 네이티브 쿼리빌더인 jOOQ를 활용하여 디비 사이드에서 동",Java
https://surfit.io/link/gl0E9,Error Response 서버로 전달하기,"HTTP Status가 2xx가 아닌 경우, 특히 4xx가 발생하는 경우로 요청한 여려의 필드 중에 1개 이상의 오류가 있는 경우가 빈번하게 있기 때문에 b-service의 Error 응답을 그대로 전달해 줘야 하는 경우가 있습니다.
그런데 문제가 있습니다. 서비스 로직에서 b-service에서 발생한 Error 응답을 그대로 클라이언트에게 전달하기가 어렵",Java
https://surfit.io/link/Krk80,JPA JPQL의 조회 동작 살펴보기,"findById() 같은 경우는 영속성 컨텍스트를 먼저 찾고 영속성 컨텍스트에 해당 엔티티가 있으면 그 값을 바로 리턴합니다. 이를 1차 캐시라고 말합니다. 반면 JPQL은 영속성성 컨텍스트를 먼저 조회하지 않고 데이터베이스에 Query 하여 결과를 가져옵니다. 그리고 아래와 같은 흐름으로 영속성 컨텍스트를 저장을 시도합니다.
JPQL을 호출하면 데이터베이",Java
https://surfit.io/link/yR0QR,클래스는 언제 로딩되고 초기화되는가? (feat. 싱글톤),"1) 정의
클래스 로더가 .class 파일을 찾고 JVM에 메모리에 올려놓는것을 의미합니다.
2) 왜 올려 놓는가
JVM은 실행될때 모든 클래스를 메모리에 올려놓지 않습니다. 그때 마다 필요한 클래스를 메모리에 올려 효율적으로 관리하기 위함입니다.

1) 가이드
클래스의 인스턴스가 생성될때
클래스의 정적 변수가 사용될때 (단, 정적 변수는 final로 선언",Java
https://surfit.io/link/OoZ1R,"자바 17의 새로운 기능들, 3년 만에 LTS 버전 릴리즈!","이번에 출시한 자바 17버전은 2018년에 등장한 11버전 이후의 새로운 LTS 버전이며,
다음 LTS 버전은 2023년에 출시될 자바 21이다. 자바 버전 히스토리에 대한 전체 내용은 오라클의 자바 로드맵이나
위키피디아의 자바 버전 히스토리를 참고하면 된다.







  해당 내용은 JEP(JDK Enhancement Proposal)를 참고하여 코드",Java
https://surfit.io/link/exDym,JAVA Collection Framework (2) - 리스트 (List),"들어가기 앞서 List , Queue , Set 이 구현하는 Collection 인터페이스의 주요 메소드들에 대해 짚고 넘어가자. Collection 인터페이스의 모든 스펙을 확인하고 싶다면, Oracle 문서를 확인하자.
메소드
설명
boolean add(Object o)
컬렉션에 객체 o 를 추가한다. 추가되어 컬렉션이 변화하였으면 true 를, 그렇지",Java
https://surfit.io/link/Bl7L9,JAVA Collection Framework (1) - 컬렉션 프레임워크란?,"컬렉션 프레임워크는 자바 프로그래밍에서 빠질 수 없는 필수적인 요소이다. 컬렉션은 다수의 요소를 하나의 그룹으로 묶어 효율적으로 저장하고, 관리할 수 있는 기능을 제공하는 일종의 컨테이너이다. 배열은 크기가 고정되어 있는데에 반해, 컬렉션 프레임워크는 가변적인 크기를 갖는 (Resizable) 등의 특징을 갖는다. 또한 데이터 삽입, 탐색, 정렬 등 편리한",Java
https://surfit.io/link/qynxO,JPA Fetch 조인(join)과 페이징(paging) 처리,"N+1 문제의 해결 방법인 fetch 조인(join)과 페이징(paging) 처리를 동시에 하면 발생하는 문제에 대해 알아보고 해결법을 정리하였습니다.

1. fetch 조인(join)시 페이징(paging) 처리 문제Permalink

JPA는 Pageable 인터페이스를 통해 쉬운 페이징 처리 기능을 제공합니다. 
하지만 N+1 문제 회피를 위해 사용하",Java
https://surfit.io/link/ozN2V,Testcontainers를 이용한 테스트 환경 구축하기,"색인 서버에는 다수의 로직이 구현되어 있으며 장애에 견고하게 구성되어야 하므로, 새로 추가된 로직을 면밀히 검증하고 배포 후 발생 가능한 side-effect을 줄이기 위해 테스트 구성에 더 많은 신경을 쓰고 있습니다.

아래 내용은 작년 12월에 개최한 딜리셔스 테크데이에서 발표한 내용을 기반으로 정리해 보았습니다.

TestCode 작성 시 자주 사용했",Java
https://surfit.io/link/7LOV6,Java 기반의 알림 서비스로 MSA 전환기,"TTL을 기본적으로 지원해주는 NoSQL이 RDB보다 적합합니다. 유연한 스키마 대응Read/Write가 굉장히 빈번하게 일어나는 도메인 특성상 한 번에 최대한 적은 행이 추가되어야 합니다.알림 도메인의 큰 틀은 고정되어있지만, 알림의 행위를 정의하는 부분은 구조의 변경이 잦기 때문에 유연한 스키마를 가질 수 있어야 합니다.Shema-less한 NoSQL이",Java
https://surfit.io/link/Q6ar0, Entity Framework Core ORM (활용편),"EF Core에서는 모델을 만들 때 설정(Configuration) 코드를 통해서 만들 수도 있지만, 기본 키나 관계 등 일부 기능들은 규약(Convention)을 통해서 좀 더 손쉽게 모델을 만들 수 있습니다. 따라서 이러한 채널-게임-미션-퀘스트 간의 단순한 One-to-Many 관계는 EF Core에서 모델의 코드로 쉽게 표현 됩니다. 이해에 무리가 ",Java
https://surfit.io/link/GAZY2,Log4j 보안 문제와 재현 코드 (feat. CVE-2021-44228),"2021년 12월 9일 Log4j(version 2)를 사용하는 경우 원격 코드 실행(RCE, Remote Code Execution)을 당할 수 있다는 사실이 밝혀졌습니다. 
해커가 원격 PC에서 보안이 취약한 어플리케이션이 동작하는 서버를 조작할 수 있다는 의미입니다. 
보안이 취약한 서버의 명령어(shell)을 사용할 수 있기 때문에 Log4Shell",Java
https://surfit.io/link/7LxeQ,스프링 배치는 어떤 리스너가 존재할까요?,"스프링 배치의 주요 구성요소 및 전체 프로세스 흐름스프링 배치 작업은 오랫동안 실행될 수 있으며 진행 정보를 제공하는 것이 중요합니다. 진행 중인 작업, 실패한 작업 및 완료된 작업 등 모든 정보는 배치 이벤트 리스너를 사용해서 수집 및 가공할 수 있습니다.Process flow from Step to Tasklet서비스 운영 중 배치의 실패 여부를 알기 ",Java
https://surfit.io/link/YA6ZR,JPA 모든 N+1 발생 케이스과 해결책,"조회 시 1개의 쿼리를 생각하고 설계를 했으나 나오지 않아도 되는 조회의 쿼리가 N개가 더 발생하는 문제.

 DBMS 툴을 이용해 직접 쿼리문을 만들어 조회할 때는 물론 하나의 쿼리가 발생하겠지만 mybatis, 넘어서는 JPA가 등장함에 따라 자동화된 쿼리문들이 생겨나면서 어쩔 수 없이 발생하는 문제입니다. JPA의 경우에는 객체에 대해서 조회한다고 해",Java
https://surfit.io/link/exWog,DIP : 변경에 유연하고 테스트하기 좋은 코드 설계,"클린 코드 관련 저서들이 공통적으로 강조하는 내용은 단연 변경에 유연하고 테스트하기 좋은 코드의 중요성입니다. 소프트웨어는 항상 변경이 발생하기 쉽습니다. 요구 사항이 변경될 때마다 코드를 대거 수정해야 한다면 유지보수 측면에서 좋지 않습니다. 요구 사항 변경에 유연하게 대처할 수 있는 구조의 코드는 소프트웨어의 지속적인 성장을 위한 초석입니다.

a co",Java
https://surfit.io/link/VDzNp,Test Double,"해결하고 싶은 스토리들을 목록으로 만들고, 그 스토리들을 표현하는 테스트들을 작성하고, 
그런 다음 그 테스트들 통과하도록 만든다. 
여러분이 작성해야 할 필요가 있다고 생각하는 테스트들을 목록으로 만들고, 테스트를 하나 작성하고, 
그 테스트를 통과하도록 만들고, 다른 테스트를 작성하고, 
두 테스트 모두 통과하도록 만들고 하면서 목록이 비워질 때까지 일",Java
https://surfit.io/link/3a7L7,여러개의 DB 작업을 동시에 수행하고 결과를 합쳐서 보내줘야 할 때,"요번 글에서 다루고자 하는 점은
Spring 에서 API 처리 시
Asynchronous 한 Hibernate DB 작업을 하고
모든 결과물을 wait 해서 함께 처리한 뒤 내려줘야 하는 상황
3가지 요소를 다 처리하는 방법에 대한 고민입니다.
메인페이지에 보여주는 여러가지 위젯을 한번에 내려줘야 하는 상황이었는데, 위젯 1개마다 복잡한 쿼리를 날려 DB ",Java
https://surfit.io/link/7LA1m,Quartz Clustering in Spring MVC,"""동일한 소스 코드를 다중 서버 환경으로 배포한다면 같은 시간에 같은 기능이 여러 곳에서 실행되니 위험하고, 불합리하지 않은가?"" 
당시에는 스케줄러 어플리케이션을 별도로 한 개의 서버로 구현한다고 생각했었는데, 정답이 아니었습니다.

다중 서버 환경에서 Quartz 동작Permalink



Quartz in Spring MVC 포스트에서 Quartz 스",Java
