url,title,description,category
https://surfit.io/link/GAjen,Vue Server Side Rendering,"Vue Server Side Rendering의 구조
필자는 Nuxt.js를 사용하지 않고 보일러플레이트를 사용해서 약간 개선해서 구현했다. 처음에는 ‘그냥 Nuxt쓸걸…’이라고 후회하기도 했지만 그래도 덕분에 Universal SSR의 실행 과정을 더 깊게 알아볼 수 있는 좋은 기회였다고 생각한다.(라고 삽질을 포장해본다)
해당 포스팅에서는 필자가 작성했",Node.js
https://surfit.io/link/qyODD,직접 만들어보며 이해하는 JWT,"Json Web Token 의 줄임말이다. RFC 7519 에 명세되어 있는 국제 표준으로써, 통신 양자간의 정보를 JSON 형식을 사용하여 안전하게 전송하기 위한 방법이다. JWT 는 정보가 토큰 자체에 포함된 (Self-Contained) 클레임 (Claim) 기반 토큰이다.
JWT 는 인증 (Authentication) 과 권한부여(Authorizat",Node.js
https://surfit.io/link/xrbBA,채팅서비스를 구현하며 배워보는 Websocket 원리 (feat. node.js),"웹소켓(Websocket) 은 HTTP 와 구분되는 통신 프로토콜이다. RFC 6455 로 국제적으로 표준화 되어있다. HTTP 와 웹소켓은 모두 OSI 참조 모델의 7계층에 위치해있고, TCP 에 의존한다.
많은 사람들이 알고 있는 것 처럼 HTTP 통신은 요청 (Request) 와 응답 (Response) 이 존재한다. 여기서 요청은 클라이언트가, 응답",Node.js
https://surfit.io/link/YAaP8,"웹팩보다 100배 빠른 번들러, esbuild","웹팩보다 100배 빠르다는 건 어그로가 아닙니다. 아래 그림을 봐주시죠.

위 벤치마크는 메이저 자바스크립트 번들러들의 빌드 타임을 비교한 표입니다.
아니 어떻게 이렇게 빠를 수가 있냐구요? 이유는 이러합니다.
Go 언어로 작성됨
코드 파싱, 출력과 소스맵 생성을 모두 병렬로 처리함
불필요한 데이터 변환과 할당 없음
하지만 아직 1.0 버전 출시 전이기 때",Node.js
https://surfit.io/link/EmozE,NodeJS 와 PostgreSQL Connection Pool,"Database에 관해 기본적인 id/pw 외에 해야할 설정들이 여러개 있는데요. 그 중 실제 서비스 운영에 가장 중요한 설정 중 하나가 이전 글인 쿼리 타임아웃 과 함께 커넥션 풀 (Connection Pool) 설정입니다.
이 커넥션풀 설정이 왜 필요한지, 어떻게 해야할지 등등을 알아보겠습니다.
1. 실험 환경
실험의 경우 아래 환경에서 진행합니다.
N",Node.js
https://surfit.io/link/qyW7v,"Yarn Workspace에서 package.json 틸드(~), 캐럿(^) 버전 명시 주의할 점","yarn workspace에서는 yar berry(2.0)를 쓰고 있다.  yarn berry를 이용하게 되면 Zero install을 통해 의존성 패키지들을 더 가볍고 빠르게 설치 및 이용할 수 있다. (여기서는 zero install이 무엇인지 다루지 않는다.)

그러나 지금 작업 중인 모노레포에서는 yarn workspace 환경 세팅에 zero in",Node.js
https://surfit.io/link/nlDkg,NodeJS 와 PostgreSQL Query Timeout,"작은 서비스를 운영할때는 문제가 없던 서비스가 데이터가 적재되면 될수록 점점 슬로우 쿼리가 등장하게 됩니다.
이때 쿼리 시간을 제한하지 않으면, 5분/10분씩 수행되는 쿼리가 운영 환경에서 실행하게 되기도 하는데요.
이런 쿼리가 트래픽에 맞춰 여러개 요청이 온다면 결국 Node에서 사용가능한 Connection Pool이 가득차 더이상 쿼리 질의를 못하거나",Node.js
https://surfit.io/link/rMDlb,Mock Service Worker로 만드는 모의 서버,"MSW(=Mock Service Worker)는 API 모킹(mocking) 라이브러리로, 서버를 향한 네트워크 요청을 가로채서(intercept) 모의 응답(mocked response)을 내려주는 역할을 한다. 이 라이브러리의 장점은 사용자가 정의한 모킹 핸들러를 테스트를 위한 노드(node.js) 환경, 개발과 디버깅을 위한 브라우저 환경에서 모두 사",Node.js
https://surfit.io/link/AZlnz,Tree Shaking과 Module System,"들어가며
어플리케이션은 개발자가 직접 작성한 코드, 외부 라이브러리 등 다양한 코드조각들로 이루어져 있습니다.  어플리케이션이 복잡해질수록 번들 사이즈에 신경을 쓰게 되는데요, 이때 필요한 코드만 남기기 위한 작업, 흔히 Tree Shaking이라고 불리는 과정이 수반되어야 합니다.
이 글에서는 Tree Shaking에 대한 기본 개념과 Tree Shaki",Node.js
https://surfit.io/link/P1z06,NestJS (with Mono Repo) WebStorm으로 디버깅 하기,"어떤 개발 환경에서도 터미널만 있으면 실행할 수 있으니 좋습니다만, 이럴 경우 WebStorm/IntelliJ 등 디버깅 기능이 강력한 IDE의 도움을 못받습니다.
개발에 있어서 디버거의 사용유무는 중요합니다.
실시간 데이터 변경 흐름 파악
특정 지점에서의 별도 로직 수행
Logger를 추가할 수 없는 외부 라이브러리에 대한 코드 추적
등등 디버거를 통해 ",Node.js
